"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","GeneSymbol","EntrezID"
"100126227_TGI_at",-2.01422779243437,-2.48700198357974,-3.25336582746846,0.00128280965326345,0.0179164688616911,-1.38193915136197,"No","TREH",11181
"100154155_TGI_at",-2.19235171556742,-4.51372346010863,-3.2528461155417,0.00128507012225305,0.0179403808820631,-1.38353313233621,"No","CALCA",796
"100151383_TGI_at",-2.05020053839675,-4.36936014896914,-3.24799455721502,0.00130635085321937,0.0181431181691391,-1.39840173687166,"No","CFTR",1080
"100162916_TGI_at",-2.53442160654474,-3.53042741622011,-3.2420337504179,0.00133294479285791,0.0184349964636455,-1.41664177523492,"No","FAM9B",171483
"100123812_TGI_at",-2.31298015991372,-1.69999127275732,-3.23353901442762,0.00137171244402681,0.0188764910550771,-1.44258208441394,"No","PBLD",64081
"100153779_TGI_at",2.6420610780816,-2.88764741748019,3.23050963754628,0.00138578878046425,0.0190353486649881,-1.45181764136994,"No","ADAMDEC1",27299
"100129738_TGI_at",-2.38595124678216,0.375360687231401,-3.22699505544335,0.00140228746301834,0.0192058190361354,-1.46252239120214,"No","IGF1",3479
"100134188_TGI_at",-3.14260215031822,-1.94795661420596,-3.21832911792024,0.00144374963222971,0.0195721511827448,-1.48887111652747,"No","KCND3",3752
"100159801_TGI_at",-2.30899529505436,-2.99029977758888,-3.20667989948097,0.00150127664248591,0.0201072625723113,-1.52418712869924,"No","CES7",221223
"100138267_TGI_at",-2.44584712865562,-1.89754082695329,-3.2064252875187,0.00150255737450086,0.0201172466150663,-1.52495769123658,"No","FAM99A",387742
"100133985_TGI_at",2.38758615170272,-2.4341081664156,3.18348702692276,0.00162218186518344,0.021271751171432,-1.59414582739798,"No","CTSL2",1515
"100149875_TGI_at",-2.55457004739967,-0.83611020446595,-3.17505178437915,0.00166834567262119,0.0217320038482862,-1.61947303087492,"No","GFRA1",2674
"100156309_TGI_at",2.95124484087952,-1.25844010214865,3.16461112201021,0.00172716712824976,0.0222753586183536,-1.65073526468144,"No","SULT1C2",6819
"100155942_TGI_at",2.3363823431116,-2.41491438060341,3.12290853317515,0.00198175468549314,0.024616641249836,-1.77465041210106,"No","DYDC2",84332
"100127895_TGI_at",3.06942728203361,-2.04038447541048,3.12154384149208,0.00199064339388807,0.0246579960544171,-1.77867964360983,"No","SMPX",23676
"100161199_TGI_at",-2.51354186528165,-3.99596828563138,-3.11403257666531,0.00204022886236475,0.0251031448453663,-1.80082722081366,"No","IL13RA2",3598
"100127260_TGI_at",-2.17030145246036,-2.2489827599608,-3.08188491767173,0.00226559308042375,0.0271683213619928,-1.89505602560229,"No","CH25H",9023
"100130404_TGI_at",-2.21390591876376,-0.377774259221396,-3.07884080912709,0.00228808070573582,0.0273507153571767,-1.90393148765705,"No","DNASE1L3",1776
"100140595_TGI_at",2.31201556079837,-3.15432719095182,3.07087701138684,0.00234788730178958,0.0278970283199039,-1.92711222810962,"No","SEPT3",55964
"100160845_TGI_at",2.20125415787868,0.0448993177631938,3.06127029592022,0.00242194598480599,0.0284709333753452,-1.95500063630139,"No","LEF1",51176
"100141258_TGI_at",3.09043054785428,0.786226025510992,3.03700514058111,0.00261868199245658,0.0301205228725478,-2.02507966746452,"No","MUC13",56667
"100142841_TGI_at",-2.6376589925396,1.38891960722597,-3.02922071518183,0.0026848431347898,0.0305420837639915,-2.04745120171387,"No","C7",730
"100151474_TGI_at",2.77481671888822,-3.11469278203308,3.02307457484225,0.00273816147852697,0.0309676751989168,-2.06507661278456,"No","CA12",771
"100150696_TGI_at",-2.59332833225475,-3.6909586056424,-3.00876432319373,0.00286609388710887,0.0319245822363147,-2.10598480824178,"No","NRG1",3084
"100138104_TGI_at",-2.43253430342122,-0.760811726086267,-3.00642663662197,0.00288750653690671,0.0320585733146316,-2.11265022900349,"No","WDR72",256764
"100143106_TGI_at",-2.8261298391633,-0.77376908750411,-2.99874794093514,0.00295887895572705,0.0326868280170881,-2.13451032477838,"No","PTGIS",5740
"100135836_TGI_at",-2.01873846370254,0.221663334479811,-2.98990016432932,0.00304312268753911,0.0333527666500714,-2.15963378670782,"No","AR",367
"100131475_TGI_at",-2.04341430592687,-1.88722909861188,-2.98889695268152,0.00305281229690295,0.0334199801171589,-2.16247804543932,"No","",401081
"100138614_TGI_at",-3.17900298820962,0.242891615444422,-2.97666534073122,0.00317324935628299,0.0344398933830413,-2.1970847009515,"No","HSD17B13",345275
"100163165_TGI_at",-2.03598256826957,-0.918431196602033,-2.97009597181527,0.0032397165028684,0.0348768334605558,-2.21561645143137,"No","SLC4A4",8671
"100142645_TGI_at",-2.41276312851357,-0.11133678988372,-2.96811051351419,0.00326005441042672,0.0349965440973989,-2.22120975231877,"No","FAM134B",54463
"100135981_TGI_at",2.06115057140527,0.292902809380626,2.9677248763387,0.00326401819691928,0.0350280787768762,-2.22229573746965,"No","CXCL9",4283
"100152051_TGI_at",-2.93563750995601,-0.460855737135453,-2.9630924171046,0.00331197935765142,0.0353811279759112,-2.23533078474089,"No","PDGFRA",5156
"100142088_TGI_at",2.53930359378922,-1.97589026931333,2.94752921617144,0.00347787455381544,0.0366224380727072,-2.27898358754987,"No","MRAP2",112609
"100140854_TGI_at",2.16150163677352,-2.41341751950172,2.94331215613772,0.00352411727047304,0.0369153370243472,-2.29077480645875,"No","COLEC12",81035
"100122648_TGI_at",-2.02287353517731,-0.773318463263204,-2.93477151557561,0.00361949834583653,0.0376391773196537,-2.31460659362606,"No","PLIN1",5346
"100159027_TGI_at",2.65395583873953,0.644938535482304,2.92309946830373,0.00375366957095214,0.0386600191327825,-2.34707120340356,"No","NQO1",1728
"100133578_TGI_at",-2.29040968792965,-3.18840744592976,-2.88832689210657,0.00418076967993102,0.0417211062430078,-2.44306762126044,"No","PDZRN3",23024
"100155577_TGI_at",-2.39185039365715,-1.69238314145634,-2.88506474597679,0.00422303063960561,0.0420586229848694,-2.4520180351812,"No","UROC1",131669
"100154435_TGI_at",-2.02081286560409,-1.94465837346142,-2.87484720681901,0.00435793190463461,0.0429192339727406,-2.47999056854105,"No","SLC16A4",9122
"100122236_TGI_at",-2.35734293139097,-0.15629449732171,-2.8710540178408,0.00440900469188058,0.0432954694116729,-2.49035142282208,"No","ANXA10",11199
"100122982_TGI_at",-2.21371644938829,-2.68319956419699,-2.86416207250612,0.00450319813744877,0.0438216448476437,-2.50914340825466,"No","SULT1B1",27284
"100163188_TGI_at",-2.91544752523422,-1.31369995830705,-2.86293456075168,0.00452016582110383,0.0439412498418841,-2.5124859571538,"No","ADH4",127
"100161431_TGI_at",-2.4598612077319,-1.10422117467581,-2.84773273457729,0.00473517843933395,0.0454088992362972,-2.55376920805486,"No","MFAP4",4239
"100137836_TGI_at",2.1237629907544,-4.19632982530999,2.83710933570638,0.00489091542012065,0.046428487830001,-2.58249610634975,"No","ZIC5",85416
"100131799_TGI_at",-2.6973697751223,-2.41464881509643,-2.82765531757168,0.00503341190279451,0.0474621216523005,-2.60797582528768,"No","GLYAT",10249
"100129895_TGI_at",-2.04354264806753,-3.04131504484242,-2.82643142401135,0.00505213249257178,0.0475743531284973,-2.61126850847161,"No","",647309
"100157933_TGI_at",-2.36181582049743,-5.21726396954602,-2.81840637595746,0.00517645919097834,0.0484054962217835,-2.63282529193094,"No","ITGB8",3696
"100161895_TGI_at",-2.68735754782007,-2.21643263586883,-2.80694353929071,0.0053588688022919,0.0495441592442151,-2.6635164125933,"No","CFHR3",10878
